N,Time,M,X,O,Lambda,X_scaled,X_scaled2,Y_i0,Y_i1,Y_i2,Y_i3,Y_i4,Y_i5,Y_i6,Y_i7,Y_i8,Y_i9,Y_i10,Y_i11,Y_i12,Y_i13,Z_i0,Z_i1,Z_i2,Z_i3,Z_i4,Z_i5,Z_i6,Z_i7,Z_i8,Z_i9,Z_i10,Z_i11,Z_i12,Z_i13,M_prev,X_prev,X_prev_scaled
0.0,11,0.0,0.7841150088402191,0.0,4.848204907388652e-53,0.5959856696507688,0.5705319122785604,0.5434835999435872,0.5627204817832399,0.5509237399687033,0.5537421795022767,0.599379964675695,1,1,1,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8070180466880204,0.5871964497927975
0.0,12,0.0,0.882677880441153,0.0,6.866432667912173e-60,0.663450804678684,0.642247493513667,0.588766796947472,0.6574807155062362,0.6294403638443014,0.6283312629489058,0.6416810819715245,1,0,1,1,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.7841150088402191,0.5705319122785604
0.0,13,0.0,0.9479556753309297,0.0,1.9987818073695124e-64,0.7081326932542763,0.6897444355794462,0.7685058631491061,0.6362273877155427,0.7045801889002612,0.7144360476647557,0.7075524165104657,1,0,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.882677880441153,0.642247493513667
0.0,14,0.0,0.9999081247470961,0.0,4.906134515648213e-68,0.7436935384078522,0.7275456891950374,0.7656455405223468,0.6780625451867122,0.7298764903891201,0.719818493740407,0.7697883243420176,1,1,1,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9479556753309297,0.6897444355794462
0.0,15,0.0,1.0323853871354824,0.0,2.7163649414130446e-70,0.7659238453863347,0.7511765525341095,0.7245755952889066,0.7360681636955289,0.7325889603571746,0.7550137245836331,0.7593322854113252,1,1,1,1,1,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9999081247470961,0.7275456891950374
0.0,16,1.0,0.9752921105325746,0.0,2.5190414505480493e-66,0.7268441640353624,0.7096347685977388,0.25592763019247655,0.1502015693073308,0.22565955514304434,0.21050283796242905,0.22242846104167116,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0323853871354824,0.7511765525341095
0.0,17,1.0,0.8738469394194377,0.0,2.8207707960623683e-59,0.657406128638138,0.6358219900970309,0.2093105674358258,0.16774476935505872,0.18710050394908323,0.1883919933517382,0.1857756278067185,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.9752921105325746,0.7096347685977388
0.0,18,1.0,0.7843579240998502,0.0,4.663387300999178e-53,0.5961519423102922,0.5707086604673292,0.12323615690520441,0.18384664726254457,0.16868657533075013,0.15231213290797901,0.14133174932353565,0,0,0,0,0,0,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.8738469394194377,0.6358219900970309
0.0,19,1.0,0.7221178745018907,0.0,9.853331648352717e-49,0.5535493549255444,0.5254220199654991,0.14731533711070252,0.18306693577071317,0.1688994086958812,0.17336862327193825,0.15289858475160056,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7843579240998502,0.5707086604673292
0.0,20,1.0,0.6785428608869487,0.0,1.0507155863125372e-45,0.5237227667831241,0.4937162936817122,0.08645305723243231,0.13538492077155265,0.09660888360552476,0.1232783189285334,0.12215685625141603,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7221178745018907,0.5254220199654991
0.0,21,1.0,0.6732947868942268,0.0,2.4330929858165363e-45,0.5201305213989899,0.489897729240157,0.1626905704796899,0.13295494519897186,0.16700396901482734,0.16646128627473308,0.14586030217352577,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6785428608869487,0.4937162936817122
0.0,22,1.0,0.6529012027010476,0.0,6.356968797480323e-44,0.5061713510851761,0.4750591016705127,0.08083755597000343,0.14291910122660642,0.1410215969242075,0.12566819509534877,0.1112121286736609,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6732947868942268,0.489897729240157
0.0,23,1.0,0.7460118334513702,0.0,2.1540747854832374e-50,0.5699044908980927,0.5428075640982603,0.22311827975000875,0.1142201045390941,0.14763758275113614,0.20576470638988145,0.14873463374997276,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6529012027010476,0.4750591016705127
0.0,24,1.0,0.7482511876509382,0.0,1.5054090052301914e-50,0.5714373027063857,0.544436946292638,0.10752258166698851,0.1957829420572986,0.12310863431817673,0.14473579521892643,0.15180046980853115,0,0,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7460118334513702,0.5428075640982603
0.0,25,1.0,0.6051695044675565,0.0,1.3182208742792265e-40,0.4734995608448066,0.44032891953851105,0.038374906190508845,0.1986635038159774,0.14063439539337919,0.07402760048002524,0.10825720221498132,0,0,0,0,1,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7482511876509382,0.544436946292638
0.0,26,1.0,0.6310993630784465,0.0,2.0806405711464484e-42,0.49124824636932485,0.45919580979261454,0.0353389420888228,0.18481279082582414,0.10174810061541815,0.10698892360260373,0.12469353716150684,0,0,0,0,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6051695044675565,0.44032891953851105
0.0,27,1.0,0.6358925155112833,0.0,9.663505947840058e-43,0.4945291032562873,0.4626833676030356,0.08016524156059389,0.13883057319644226,0.1296062392446783,0.11345968272131725,0.13661289519487857,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6310993630784465,0.45919580979261454
0.0,28,1.0,0.680937403111729,0.0,7.163006390954264e-46,0.525361802983073,0.495458592629103,0.11044467782707496,0.14915457219503603,0.12927567682817456,0.1311833025728958,0.13782529553770032,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6358925155112833,0.4626833676030356
0.0,29,1.0,0.6804586999873616,0.0,7.733196375233708e-46,0.5250341362826294,0.49511028223345965,0.19086406357407243,0.13998104225143893,0.14736640951084998,0.15293954686678696,0.16652258461365055,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.680937403111729,0.495458592629103
0.0,30,1.0,0.7008390384517652,0.0,2.9661156012781343e-47,0.5389842400497215,0.5099392720447615,0.08192935729153883,0.20094219254930346,0.12829525087280452,0.11025793317789534,0.16341338584835924,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6804586999873616,0.49511028223345965
0.0,31,1.0,0.6952663651223678,0.0,7.23464253513452e-47,0.5351698102088737,0.5058845250557612,0.19425772172697975,0.14434110339966377,0.1474872185788514,0.15113840507962648,0.16660787232001512,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7008390384517652,0.5099392720447615
0.0,32,1.0,0.6564525542129662,0.0,3.6014459502321645e-44,0.5086022097380495,0.4776431095602038,0.16699739205097758,0.1165377719850605,0.14907288568314844,0.12604328932096429,0.15844019839762527,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6952663651223678,0.5058845250557612
0.0,33,1.0,0.5398467010297376,0.0,4.5612247957839637e-36,0.428786864443491,0.392799228688824,0.01190256224892413,0.15053394368825232,0.0649675088273972,0.0504339465982926,0.11988781752604352,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6564525542129662,0.4776431095602038
0.0,34,1.0,0.48548410046891327,0.0,2.732636518330807e-32,0.39157629896652213,0.3532443188800222,0.1895750844170628,0.008433647345824788,0.11768669292068225,0.12468894464813149,0.10984995704273873,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.5398467010297376,0.392799228688824
0.0,35,1.0,0.3839643139852701,0.0,3.0967001822271134e-25,0.3220871902192156,0.27937724930014807,0.10013551713583888,0.05762108748829427,0.07178092875948834,0.06412995225677669,0.07488590238652079,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.48548410046891327,0.3532443188800222
0.0,36,1.0,0.3763315263568234,0.0,1.0502182658082719e-24,0.31686263618960586,0.27382353731583736,0.26067889814458106,-0.0631570586745383,0.11521046829096693,0.13646810031505013,0.11323701895362648,0,0,1,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.3839643139852701,0.27937724930014807
0.0,37,1.0,0.35169533611984855,0.0,5.409752589201806e-23,0.2999994515652735,0.25589793639161906,0.0796677240210643,0.05594591489760009,0.07457490599731513,0.08530803032805348,0.05765168409608085,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.3763315263568234,0.27382353731583736
0.0,38,1.0,0.24798436721766642,0.0,8.704696721846596e-16,0.22901050403145057,0.1804365350092594,-0.00011612171779692156,0.12318975931741033,0.051344913171860025,0.0372309940736515,0.047554140461621666,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.35169533611984855,0.25589793639161906
0.0,39,1.0,0.19623333526341608,0.0,3.4338685191325274e-12,0.1935875267792905,0.14278183526448787,0.1008615675108913,-0.008758847513897465,0.04024035409113319,0.0890750336460455,0.03099083831555088,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.24798436721766642,0.1804365350092594
0.0,40,1.0,0.15838804049925176,0.0,1.4640101602874906e-09,0.1676828643038173,0.11524512426021695,-0.08069185890145072,0.027851425592984768,0.0011746977366659476,-0.017053081952128738,-0.004056966935964574,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.19623333526341608,0.14278183526448787
0.0,41,1.0,0.12108805804441397,0.0,5.720211566343919e-07,0.14215146173832371,0.08810518932976366,0.11831226769437739,-0.07614217128844468,0.04975853813133847,0.034981054889303656,0.0699245021177374,1,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.15838804049925176,0.11524512426021695
0.0,42,1.0,0.09372601840931459,0.0,4.557238946955308e-05,0.12342246502143366,0.06819622620464118,-0.05749363428150974,0.05239862010861313,0.0027763550848474814,-0.012066205256071322,0.008404459138310538,0,0,0,0,2,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.12108805804441397,0.08810518932976366
0.0,43,1.0,0.04407734068780685,1.0,0.11381267004479866,0.08943852469955664,0.032071225760572586,-0.05945738276229425,0.054256589702380224,0.009418940236278131,0.0052945047071703746,-0.000915198402088003,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.09372601840931459,0.06819622620464118
1.0,1,0.0,0.9842391966191466,0.0,6.019051998196937e-67,0.7329683400169726,0.7161447806198821,0.7154189730385927,0.6706978151154664,0.7148195211682765,0.7000945017901598,0.7034736991351106,1,1,1,1,2,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.7276125387810539
1.0,2,0.0,1.0116832889753964,0.0,7.45619462757027e-69,0.75175350086364,0.7361134463337548,0.72793791140033,0.6908657433744338,0.7487725171339988,0.7496560693092703,0.722927906608339,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9842391966191466,0.7161447806198821
1.0,3,0.0,0.9794615977699588,0.0,1.2927354723115152e-66,0.7296981293764517,0.7126685397919471,0.6975024757415083,0.7217888911642582,0.7222940303624737,0.7069233646132309,0.7044075659183308,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0116832889753964,0.7361134463337548
1.0,4,1.0,1.0124582042929573,0.0,6.586741268099803e-69,0.7522839213524638,0.7366772844353056,0.1501354252436574,0.23368746678231797,0.1763364854331631,0.19124420500547348,0.18694690751320917,1,0,0,0,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9794615977699588,0.7126685397919471
1.0,5,1.0,1.0257900212603754,0.0,7.803349838090742e-70,0.7614093944364461,0.746377681625533,0.2634690581505544,0.16509918223720105,0.22174273334102507,0.23010020402093986,0.2535521833694184,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0124582042929573,0.7366772844353056
1.0,6,1.0,1.0345156550471895,0.0,1.931799017235288e-70,0.767381988904016,0.7527265621776305,0.18790072124229745,0.250990371577926,0.21663665680252367,0.23899448891664912,0.2334834318933331,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0257900212603754,0.746377681625533
1.0,7,1.0,1.0118153146932947,0.0,7.300341045772211e-69,0.7518438709263268,0.7362095099015391,0.1667831440952347,0.24749884344847287,0.212997030078737,0.2121334601598675,0.2052362737593131,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0345156550471895,0.7527265621776305
1.0,8,1.0,1.010746383878109,0.0,8.662037708360417e-69,0.7511122002615963,0.7354317424373206,0.17011236646168829,0.2533651364347403,0.2042487667496885,0.21102591993463143,0.18894208309322325,0,0,0,0,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0118153146932947,0.7362095099015391
1.0,9,1.0,0.8693309340327214,0.0,5.809944634156063e-59,0.654314975668943,0.6325360879524533,0.2566691557242948,0.12553392431094024,0.2006894367997944,0.19566615515376662,0.21044839269761123,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.010746383878109,0.7354317424373206
1.0,10,1.0,0.8573811892330263,0.0,3.9312015472643176e-58,0.6461355148500182,0.6238413038009615,0.14557392520106524,0.22075058317866994,0.17905981210653468,0.17181710081859086,0.16288775760039653,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.8693309340327214,0.6325360879524533
1.0,11,1.0,0.8103726073536044,0.0,7.261329494938704e-55,0.6139586893126426,0.5896372701951782,0.281115633089761,0.1120366403096042,0.16427018603940632,0.20666332037448945,0.19451407254191205,0,0,0,1,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.8573811892330263,0.6238413038009615
1.0,12,1.0,0.806800764995151,0.0,1.2859176943115636e-54,0.6115138049145179,0.5870383529086182,0.15632765855068717,0.1915046836924558,0.18607922172036118,0.1612006850479421,0.17476465769419366,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.8103726073536044,0.5896372701951782
1.0,13,1.0,0.7987065011363012,0.0,4.695266341805575e-54,0.6059733757922834,0.5811488650327168,0.2578039995566384,0.14414847293015542,0.19043789398291608,0.20245783526582342,0.21874232754735606,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.806800764995151,0.5870383529086182
1.0,14,1.0,0.8142118849904536,0.0,3.928581880874604e-55,0.6165866300368984,0.5924307767436114,0.19788728771553749,0.14530292838742306,0.18130876973861465,0.1774735862385495,0.1475485881044326,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7987065011363012,0.5811488650327168
1.0,15,1.0,0.817429367329358,0.0,2.347806157143988e-55,0.6187889591382967,0.5947718572367048,0.0531852067472177,0.2577954706991256,0.1547188152777013,0.1455100667805233,0.1280078567758704,1,0,0,0,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.8142118849904536,0.5924307767436114
1.0,16,1.0,0.6546483669356112,0.0,4.806674063418676e-44,0.5073672646080494,0.476330360274891,0.1221658956049648,0.08370471517174173,0.11868168728712279,0.12765569420175918,0.12015803495082117,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.817429367329358,0.5947718572367048
1.0,17,1.0,0.5697432134153867,0.0,3.816445100254106e-38,0.44925067817172704,0.4145523059664453,0.15106059100490504,0.09631036999034462,0.1170388117680242,0.12793290229755,0.1785442262606954,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6546483669356112,0.476330360274891
1.0,18,1.0,0.535237908603361,0.0,9.535273965419975e-36,0.42563219982880673,0.38944581353075314,0.1916765539512547,0.07557810283643285,0.11579658773406219,0.13331676415767305,0.16585203275990285,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.5697432134153867,0.4145523059664453
1.0,19,1.0,0.4957374547115466,0.0,5.297925426439317e-33,0.39859460025211235,0.36070478799152617,0.06966107435887509,0.1208915713467258,0.10054012339551352,0.11232085164522132,0.09965093566876707,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.535237908603361,0.38944581353075314
1.0,20,1.0,0.36393297867121793,0.0,7.63517336068723e-24,0.30837597503441805,0.264802198557116,0.07438708992797172,0.05710527927223481,0.06962849182821015,0.04755339283627686,0.08484095847964987,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.4957374547115466,0.36070478799152617
1.0,21,1.0,0.35140673616672663,0.0,5.665410487780469e-23,0.2998019082663602,0.25568794744703593,0.012541866737523099,0.10056273588747497,0.05452604087898209,0.043126078158274364,0.052726218341975974,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.36393297867121793,0.264802198557116
1.0,22,1.0,0.2730695740649209,0.0,1.5727327801228268e-17,0.24618103528388183,0.19868884604923812,0.0008912754669346919,0.08540696756012087,0.011800762315685512,0.03635723768627085,0.06154919386017927,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.35140673616672663,0.25568794744703593
1.0,23,1.0,0.22463038557820025,0.0,3.6521995750985566e-14,0.21302497622413058,0.16344388513792132,-0.03993124722779907,0.0892027087198495,0.03653501950889051,0.0016888314208253978,0.011384318309451729,0,0,0,0,1,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.2730695740649209,0.19868884604923812
1.0,24,1.0,0.18735704002404496,0.0,1.4209272039751984e-11,0.1875118063062058,0.13632333155039889,-0.04242594700392669,0.07726914053654722,0.029400916069315417,-0.007418799243356456,0.025621252521855417,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.22463038557820025,0.16344388513792132
1.0,25,1.0,0.16931954782664785,0.0,2.546508683782581e-10,0.17516535345944406,0.12319902605940732,-0.01681222798697191,0.0766316644085662,0.005696157963912477,0.02332202144162294,0.015678673015812352,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.18735704002404496,0.13632333155039889
1.0,26,1.0,0.1529650268313375,0.0,3.4863716042167773e-09,0.16397087475418856,0.11129927151746151,0.09048163708316906,-0.03394015117386716,0.026694261964472155,0.05852859405117822,0.014433588631271102,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.16931954782664785,0.12319902605940732
1.0,27,1.0,0.08784356229774067,0.0,0.00011679541191731334,0.11939599248246432,0.06391607737903075,0.020325530298607185,0.059512865328921416,0.034242913578245555,0.05869378110646086,0.03198420607201807,0,0,0,0,2,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.1529650268313375,0.11129927151746151
1.0,28,1.0,0.0453251071197598,0.0,0.09517561258492051,0.09029260625630998,0.03297911626193165,-0.00659815644042932,-0.010172956063537807,0.025871770524053483,0.005506075314539211,-0.006461755952446649,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.08784356229774067,0.06391607737903075
1.0,29,1.0,-0.06040952552452814,1.0,0.9999995725910319,0.017918484514444007,-0.0439547282334608,0.002389269209904536,-0.03261863630259983,-0.0045477897962564375,-0.022721748051322016,-0.007361026130031685,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0453251071197598,0.03297911626193165
2.0,1,0.0,0.9169732786464078,0.0,2.8421226421383366e-62,0.686925604399634,0.6672012552702995,0.6443647865926119,0.6719319117104853,0.6285583378300683,0.6578879740245772,0.6458565099655117,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.7276125387810539
2.0,2,0.0,0.8213136645435497,0.0,1.2611118944043147e-55,0.621447715237703,0.597598120594103,0.565538866452228,0.6041982156263652,0.6020280420401374,0.6001894170495754,0.5853305543418033,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9169732786464078,0.6672012552702995
2.0,3,0.0,0.8499671524187955,0.0,1.287375839612734e-57,0.6410606931991313,0.6184467576519428,0.6067098607769594,0.6460339744344631,0.6141261132778356,0.5953379488792474,0.6398198934432331,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8213136645435497,0.597598120594103
2.0,4,0.0,0.8315325849498945,0.0,2.458500510909793e-56,0.6284424469643205,0.605033535214565,0.5741631225196892,0.5912040380060043,0.5855532656626294,0.5754568175731185,0.6041146941478706,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8499671524187955,0.6184467576519428
2.0,5,0.0,0.7974815961314338,0.0,5.711831016474121e-54,0.6051349426154952,0.5802576087923595,0.5517891034189517,0.5724884339435167,0.5725195849256283,0.5658074474993994,0.5789142772806699,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8315325849498945,0.605033535214565
2.0,6,0.0,0.8215760764568432,0.0,1.2092591284893687e-55,0.6216273331290624,0.5977890547925409,0.6165257942483073,0.556470916868258,0.5889402438073592,0.6300941196364194,0.5898783964537274,1,1,1,0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.7974815961314338,0.5802576087923595
2.0,7,0.0,0.7874582851533731,0.0,2.8396599359607872e-53,0.5982741032590733,0.5729645220446209,0.5930274500972362,0.5013192627622692,0.5842076193154055,0.6016972712034264,0.5567554506320475,1,1,1,1,2,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8215760764568432,0.5977890547925409
2.0,8,0.0,0.7282235380015994,0.0,3.709523665961694e-49,0.5577286103160596,0.529864577285465,0.4858204744342681,0.5467671552958001,0.5092559836207916,0.5131349675964412,0.49574451004205466,1,0,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.7874582851533731,0.5729645220446209
2.0,9,0.0,0.7358222045776479,0.0,1.099787329489444e-49,0.5629298088836179,0.5353934623642144,0.6025628242109273,0.47884683627385594,0.54084841536689,0.5405152010028216,0.5607677575738242,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.7282235380015994,0.529864577285465
2.0,10,0.0,0.6991111223753604,0.0,3.910713314219178e-47,0.5378015016664127,0.508682018641608,0.5074034312870986,0.4930772910611134,0.5386257366525926,0.5218723007690012,0.4990136683971303,1,1,0,1,0,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.7358222045776479,0.5353934623642144
